x,y,actual_cluster
0.225034945,0.210063955,3
0.680375428,0.791174821,2
0.623543064,0.757892425,2
0.682957702,0.795048529,2
0.669775882,0.749965828,2
0.620458828,0.8315471,2
0.713892346,0.823243434,2
0.670669128,0.798885011,2
0.685705377,0.816623037,2
0.683109852,0.814765054,2
0.699513369,0.780107423,2
0.66438313,0.746562644,2
0.706828113,0.822934672,2
0.633149147,0.805677636,2
0.695048631,0.790839637,2
0.654353965,0.801701831,2
0.711610477,0.746789824,2
0.648384447,0.803697069,2
0.645587533,0.768580202,2
0.623019161,0.824722688,2
0.705134108,0.773904925,2
0.629716949,0.824576346,2
0.677341909,0.76510279,2
0.690132811,0.779098553,2
0.703346615,0.770567539,2
0.685366199,0.778550494,2
0.650239812,0.752585922,2
0.677576471,0.771383912,2
0.684818002,0.758421151,2
0.642914068,0.434254146,1
0.625858361,0.381980565,1
0.688191946,0.446650844,1
0.648150459,0.448854898,1
0.667012596,0.367963132,1
0.682845959,0.448775304,1
0.627662469,0.406492769,1
0.666250081,0.410995537,1
0.661477275,0.40540102,1
0.623829626,0.408844253,1
0.665276894,0.443163493,1
0.684781412,0.372842605,1
0.616188842,0.431262384,1
0.689784904,0.417175893,1
0.65807104,0.425966842,1
0.694945736,0.375490306,1
0.615939206,0.418237235,1
0.643017136,0.365722167,1
0.688997075,0.366594066,1
0.683868351,0.373479721,1
0.672900476,0.40474541,1
0.670333115,0.405047402,1
0.6870423,0.446187813,1
0.656256881,0.372304976,1
0.655298811,0.444397822,1
0.661487654,0.453763847,1
0.670104598,0.421702185,1
0.664233112,0.383311684,1
0.697638331,0.393318793,1
0.655871236,0.393178288,1
0.650696784,0.375456249,1
0.6688289,0.367665039,1
0.673943732,0.389588651,1
0.660748862,0.450351951,1
0.612728652,0.433436898,1
0.621412252,0.44079498,1
0.649841817,0.456830314,1
0.643513938,0.3657232,1
0.679486323,0.402913595,1
0.634797685,0.437883512,1
0.626053688,0.44532891,1
0.612340558,0.433218147,1
0.6480904,0.429524544,1
0.69060373,0.387014027,1
0.647127513,0.409576538,1
0.684257463,0.430292486,1
0.658486687,0.450580117,1
0.687162328,0.392682462,1
0.699157344,0.378306446,1
0.662902631,0.373329543,1
0.614744056,0.399911601,1
0.672615008,0.449744331,1
0.647565111,0.411472678,1
0.65215194,0.388076979,1
0.674929404,0.457173626,1
0.680350248,0.453294876,1
0.678968224,0.363245652,1
0.639677656,0.41181242,1
0.684952676,0.41572062,1
0.688265595,0.436982247,1
0.622843807,0.388335355,1
0.647188128,0.373302207,1
0.659335402,0.430875747,1
0.643021971,0.365509773,1
0.657141139,0.441387003,1
0.658127076,0.452913473,1
0.649137643,0.401583295,1
0.664657624,0.376974062,1
0.680062155,0.386041737,1
0.604434667,0.444065209,1
0.645432562,0.423216908,1
0.635823037,0.396172138,1
0.650738701,0.406850204,1
0.670904556,0.377405839,1
0.636080622,0.375882878,1
0.68796378,0.414428958,1
0.64072527,0.442065609,1
0.651775757,0.414862769,1
0.679166748,0.446265862,1
0.620623511,0.398635259,1
0.618899417,0.431746784,1
0.627140929,0.442610237,1
0.656994642,0.45602292,1
0.650568455,0.398897875,1
0.610115454,0.410830631,1
0.658074788,0.40262818,1
0.697640726,0.395456732,1
0.648270658,0.435232946,1
0.672255968,0.432717762,1
0.697069437,0.369532618,1
0.611405775,0.436664994,1
0.632008919,0.440188763,1
0.651180328,0.440639788,1
0.661282905,0.430414275,1
0.610455943,0.416969488,1
0.67870309,0.383716444,1
0.608178781,0.414379967,1
0.691804433,0.454358622,1
0.63799628,0.447932104,1
0.676629263,0.817492885,2
0.696147199,0.402503536,1
0.628990579,0.441162394,1
0.642668963,0.431205122,1
0.682949736,0.365801408,1
0.676023105,0.386333541,1
0.644872126,0.448464707,1
0.695518013,0.376728099,1
0.638844202,0.40553113,1
0.677597326,0.438153373,1
0.664830816,0.36719744,1
0.666842632,0.414274392,1
0.692522767,0.392486485,1
0.60434923,0.446473124,1
0.655763284,0.43181061,1
0.674216215,0.405542718,1
0.211068114,0.729837201,0
0.158291603,0.733648303,0
0.18132629,0.748627986,0
0.203606561,0.709854318,0
0.215414753,0.764817707,0
0.17773617,0.743354748,0
0.183269815,0.70591862,0
0.189012447,0.745070635,0
0.216567777,0.776651044,0
0.175001476,0.731978322,0
0.211603943,0.747618659,0
0.169939387,0.751449187,0
0.173956802,0.775469119,0
0.161698722,0.752328908,0
0.184940891,0.706274004,0
0.226845252,0.722512619,0
0.192857795,0.7727839,0
0.17645491,0.769764583,0
0.185423135,0.705312418,0
0.223162318,0.708532227,0
0.227884845,0.71858413,0
0.165634285,0.772067989,0
0.23328774,0.780400024,0
0.207645977,0.749848704,0
0.190801571,0.710771811,0
0.22411244,0.763960181,0
0.162777973,0.728017379,0
0.15946454,0.751699049,0
0.181820299,0.739878272,0
0.160119528,0.7402975,0
0.211621261,0.758644162,0
0.178820185,0.732299232,0
0.168155882,0.738800496,0
0.227993804,0.742909385,0
0.2191381,0.711036353,0
0.180503861,0.713095521,0
0.17267351,0.765539836,0
0.157310809,0.761689713,0
0.227391251,0.768347852,0
0.226360197,0.720376942,0
0.188853545,0.731375594,0
0.204482084,0.729000153,0
0.166924938,0.742949902,0
0.198885953,0.777838469,0
0.223567672,0.738993172,0
0.188250028,0.762125033,0
0.197973258,0.708085559,0
0.215876173,0.765883371,0
0.159031577,0.764519623,0
0.164265928,0.719743699,0
0.158566969,0.753103105,0
0.216801609,0.712239694,0
0.225405482,0.737537942,0
0.183084538,0.778176399,0
0.162743252,0.750623061,0
0.180601264,0.742754652,0
0.2275138,0.704549113,0
0.225896313,0.78008274,0
0.186812284,0.761081241,0
0.211604053,0.770277478,0
0.188961276,0.753535845,0
0.22066423,0.709712807,0
0.211975576,0.753185655,0
0.182918611,0.737249586,0
0.198968074,0.75069837,0
0.219323355,0.727952095,0
0.19003969,0.760391945,0
0.231679359,0.716098337,0
0.172381713,0.75355184,0
0.19718436,0.733772535,0
0.184645114,0.761450049,0
0.223303353,0.725653407,0
0.164803728,0.756832313,0
0.159459233,0.706165552,0
0.196014938,0.765490692,0
0.180278295,0.770208757,0
0.201345412,0.736161976,0
0.223330144,0.767675942,0
0.213067785,0.777858418,0
0.175200587,0.745109826,0
0.225655922,0.757608239,0
0.179329292,0.733034214,0
0.174837467,0.738115454,0
0.223660793,0.724106651,0
0.177573251,0.754327213,0
0.232892371,0.739645023,0
0.1820275,0.755641312,0
0.202336311,0.780400593,0
0.160058017,0.739094887,0
0.208774739,0.705231569,0
0.184166582,0.715326681,0
0.194407736,0.717660021,0
0.171006826,0.728104998,0
0.164335725,0.750359271,0
0.171243279,0.714252305,0
0.217495795,0.753873705,0
0.200789489,0.757406252,0
0.194219175,0.781031582,0
0.226000607,0.767845911,0
0.228369979,0.762080605,0
0.157782229,0.732400384,0
0.232492982,0.735607504,0
0.226383365,0.757311031,0
0.224616597,0.758637615,0
0.198948123,0.764300333,0
0.184609847,0.711634019,0
0.16218247,0.729791866,0
0.207820055,0.75132894,0
0.178897814,0.721023085,0
0.1647426,0.738183715,0
0.215209475,0.735113103,0
0.620616799,0.762283466,2
0.709725974,0.836931916,2
0.64726699,0.819544854,2
0.669944928,0.794797836,2
0.644583262,0.826050262,2
0.685516392,0.829667511,2
0.673286693,0.829235596,2
0.65603127,0.759446082,2
0.666314259,0.837712257,2
0.674474843,0.777433709,2
0.64134654,0.806321128,2
0.710901989,0.835123095,2
0.648002665,0.828735559,2
0.641168499,0.796325542,2
0.686043783,0.832224886,2
0.67102158,0.824663258,2
0.636160761,0.804770059,2
0.653991227,0.767527533,2
0.646954884,0.765617024,2
0.654522788,0.776487459,2
0.669267931,0.748513796,2
0.664437555,0.799717069,2
0.698429414,0.823925023,2
0.685851458,0.743771502,2
0.63905628,0.747569813,2
0.68367238,0.837175442,2
0.667515748,0.755196659,2
0.680003681,0.83522664,2
0.645748668,0.794214968,2
0.70665925,0.777515497,2
0.658585777,0.784238616,2
0.620649194,0.781397849,2
0.695574247,0.75282665,2
0.668649946,0.826350033,2
0.647886192,0.822325167,2
0.694459298,0.766535973,2
0.703282754,0.792000714,2
0.689288511,0.763837774,2
0.67268884,0.768962438,2
0.671994191,0.836350131,2
0.642417657,0.831798823,2
0.664238146,0.821441641,2
0.645025109,0.786322568,2
0.671108038,0.829772449,2
0.654664751,0.814905667,2
0.667505793,0.808257128,2
0.689184599,0.773911029,2
0.678125795,0.761584228,2
0.642211322,0.746059878,2
0.703339772,0.786061926,2
0.688972171,0.785887925,2
0.65659166,0.82047872,2
0.658405766,0.81928224,2
0.713460238,0.78658742,2
0.707233603,0.784408463,2
0.656329611,0.765284954,2
0.663649146,0.79019042,2
0.693369913,0.789044253,2
0.677608946,0.79468796,2
0.625038386,0.749219767,2
0.695513736,0.781932727,2
0.657183208,0.800214633,2
0.631785608,0.765605855,2
0.677733875,0.783643182,2
0.712177122,0.8122619,2
0.663995052,0.752874749,2
0.676014047,0.774135724,2
0.663545839,0.776932154,2
0.638998238,0.834567975,2
0.646225103,0.744304382,2
0.63299556,0.756551273,2
0.678136576,0.771209268,2
0.666045559,0.82794357,2
0.651511935,0.790579152,2
0.636560531,0.8226709,2
0.707460044,0.788745528,2
0.699016705,0.76267467,2
0.688256484,0.793968831,2
0.690542257,0.798434753,2
0.675613661,0.834047685,2
0.637438274,0.756770266,2
0.699628541,0.833407577,2
0.689203476,0.754375305,2
0.627427685,0.745993018,2
0.66965843,0.780893844,2
0.661309815,0.797873294,2
0.640308888,0.817771955,2
0.683334469,0.747663148,2
0.651067936,0.767701146,2
0.689832049,0.825507122,2
0.673737928,0.756668757,2
0.661812403,0.82530278,2
0.67520992,0.765756171,2
0.694394307,0.748120377,2
0.673177166,0.815419632,2
0.714063721,0.787960952,2
0.640779477,0.775619182,2
0.63300908,0.785907255,2
0.706431185,0.793470274,2
0.710879065,0.784097244,2
0.623310479,0.815985596,2
0.654906535,0.81279309,2
0.648273006,0.804927236,2
0.660338465,0.791213205,2
0.69183348,0.789028221,2
0.642234457,0.796807903,2
0.680090702,0.745154655,2
0.672933466,0.750000749,2
0.659997764,0.798837054,2
0.667258111,0.772225874,2
0.649381214,0.792041177,2
0.699214635,0.815191572,2
0.682798288,0.786316512,2
0.65035354,0.829307875,2
0.648790669,0.813567053,2
0.620927698,0.788141435,2
0.644309146,0.815997315,2
0.65393596,0.781531033,2
0.649638364,0.747799127,2
0.67106397,0.827313109,2
0.712809375,0.81048913,2
0.362345079,0.761183444,4
1.084640271,0.771113232,4
0.414354482,0.567978144,4
0.628829245,0.642665784,4
0.246931608,-0.106471286,4
0.160063275,0.305460755,4
0.078559001,-0.173277937,4
0.002920947,1.056378972,4
0.103797589,0.441407038,4
1.039537189,0.999212873,4
0.045987087,0.105035219,4
1.041260064,1.077912079,4
0.565878765,0.089453468,4
0.634745861,0.588518851,4
0.009899858,1.141111129,4
0.497653113,1.013422171,4
-0.032782394,0.447617995,4
0.351057979,0.871665672,4
0.731415221,-0.016136698,4
0.396896041,0.727121248,4
0.724061695,0.69789051,4
0.551887097,1.153028925,4
0.194084831,-0.170458187,4
-0.266297712,0.20192504,4
-0.264776469,0.273143024,4
9.74E-04,0.592007958,4
0.266745208,-0.169268716,4
0.395897288,0.832443043,4
0.635424562,0.23395028,4
0.706729051,0.1151556,4
-0.26611521,0.047038876,4
0.976736091,0.75771687,4
0.977548263,0.992155532,4
-0.002629856,0.722507725,4
0.044098742,0.009411238,4
1.137699413,-0.098505605,4
0.143926776,0.545744486,4
1.036978105,0.415429287,4
0.159359505,0.490104596,4
0.273202908,1.196242698,4
0.887062233,0.344191593,4
1.035748831,0.610294273,4
-0.07188444,0.654595913,4
1.054055209,0.249725639,4
0.073137697,0.556741582,4
0.992860193,0.609391086,4
0.467114885,0.194347795,4
0.815174407,0.0918477,4
0.887884955,0.601702749,4
1.126262085,0.420793429,4
0.158259341,1.197284676,4
0.400326329,0.446535591,4
0.545368959,0.873873504,4
0.184876222,0.611143862,4
0.863397065,0.631625429,4
-0.215760337,0.848655943,4
0.398361235,0.798151348,4
0.779609492,0.98383861,4
0.949850978,0.57867895,4
-0.112029861,0.811032331,4
0.661019978,-0.055611175,4
0.462234494,-0.097266073,4
0.653788723,1.103241774,4
-0.224572531,1.18013531,4
0.88283815,0.63069103,4
0.832700037,0.130305744,4
0.199659144,0.089022765,4
-0.186077289,0.659027411,4
0.543622753,-0.161169766,4
0.330710591,0.578054309,4
-0.043358658,0.279576724,4
0.796687,0.953620374,4
-0.22695855,0.36177064,4
0.947700542,1.021875272,4
0.096900882,0.9081935,4
0.008334755,0.848561137,4
-0.128132318,0.169334836,4
0.154351589,0.419931806,4
0.861352505,0.998536809,4
0.287294013,0.915992638,4
0.313464411,0.363707079,4
0.909470097,-0.113529583,4
-0.1465467,0.42011743,4
1.014646353,-0.079951654,4
0.113618938,1.217626081,4
0.853958991,0.77384014,4
-0.090498851,-0.047823356,4
0.682541225,0.58040574,4
0.986143637,0.248641191,4
0.50650135,1.225558555,4
0.873590223,0.856867076,4
1.028902074,0.778933912,4
0.090699276,0.058480034,4
0.166738354,1.223766353,4
-0.254590027,1.141538365,4
1.042872807,-0.021524262,4
-0.216457687,0.884234441,4
0.763783574,1.215840123,4
0.431024913,0.302903386,4
0.407534486,0.336540599,4
0.674356248,1.105549995,4
0.111887753,0.895510112,4
0.904560682,-0.022809268,4
0.101601838,0.366632091,4
0.754164894,0.646364668,4
0.951529218,0.126651012,4
0.859905777,0.167045405,4
0.821825595,1.216909091,4
0.274755025,0.924583689,4
1.094754795,0.045376915,4
0.977416965,7.12E-04,4
1.028876535,0.757381933,4
-0.233784981,1.209185872,4
-0.1319164,1.090586928,4
-0.239918547,0.407094328,4
0.764258855,0.138017977,4
0.370248308,0.350528114,4
1.125212554,0.050271042,4
0.013163886,0.299840616,4
0.06278295,0.366736682,4
0.663461365,-0.127178883,4
1.050613833,0.372009041,4
0.813243625,0.10688687,4
0.685130877,0.937074692,4
0.300960443,0.030476756,4
0.477950592,1.060495594,4
0.705772921,0.566953901,4
0.740191931,0.519039784,4
-0.117062201,0.323808984,4
0.130764305,0.036153432,4
0.715492595,0.929161322,4
-0.100279832,0.462732727,4
-0.058206321,1.211464614,4
0.486756043,0.878227113,4
0.343197022,0.781993581,4
1.138424237,0.868699651,4
0.606321187,0.370564786,4
0.607021866,0.372386293,4
